name,discovered,method,orbit_days,radius_earths,distance_ly
TOI-5301 b,2024,Transit,5.8589,13.09,2052.0
NGTS-33 b,2024,Transit,2.828,18.38,1428.1
KMT-2023-BLG-1118L b,2026,Microlensing,,9.6,23483.2
TOI-5926 b,2026,Transit,3.8112,7.57,897.3
TIC 290487717 b,2026,Transit,3.4008,6.64,1290.2
TOI-672 b,2023,Transit,3.6336,5.31,218.2
TOI-2071 b,2026,Transit,5.674,2.56,754.4
TOI-4156 c,2026,Transit,12.823,2.92,697.1
TIC 356227008 b,2026,Transit,2.9615,2.39,1264.2
TOI-2518 b,2026,Transit,6.898,2.27,524.5
TOI-6393 b,2026,Transit,9.5318,2.76,607.4
EPIC 220674823 b,2016,Transit,0.57131,1.61,797.7
EPIC 220674823 c,2016,Transit,13.341,2.71,797.7
TOI-2654 b,2026,Transit,2.9676,7.94,812.0
TOI-6699 b,2026,Transit,5.3201,2.33,280.0
K2-111 c,2020,Radial Velocity,15.675,3.34,653.6
TOI-4156 b,2026,Transit,4.4619,2.54,697.1
TOI-7333 b,2026,Transit,6.2645,2.09,512.8
rho CrB e,2023,Radial Velocity,12.904,1.75,57.0
MOA-2007-BLG-192L b,2008,Microlensing,,3.58,7045.0
K2-79 b,2016,Transit,10.995,4.15,835.0
K2-111 b,2017,Transit,5.3519,1.84,653.6
TOI-4363 b,2026,Transit,2.1187,1.77,253.7
HD 5388 b,2010,Radial Velocity,772.5,13.1,173.1
Kepler-79 b,2012,Transit,13.485,3.51,3329.1
Kepler-79 c,2012,Transit,27.403,3.76,3329.1
HD 16760 b,2009,Radial Velocity,466.08,12.1,163.7
TOI-3457 b,2026,Transit,32.6,10.64,1208.9
TOI-6884 b,2026,Transit,4.8083,10.39,1834.2
TOI-4602.01,2024,Transit,3.9813,2.45,205.7
TOI-791 b,2026,Transit,139.3,11.13,1112.9
eps Eri b,2000,Radial Velocity,2680.0,13.8,10.4
TOI-791 c,2026,Transit,232.02,12.95,1112.9
HD 190360 b,2003,Radial Velocity,2887.5,13.5,52.2
HD 190360 c,2005,Radial Velocity,17.116,5.53,52.2
HD 190360 d,2026,Radial Velocity,88.69,3.48,52.2
TOI-3664 b,2026,Transit,3.2975,13.7,1515.8
TOI-4034 b,2026,Transit,1.8021,17.71,2430.3
HD 126105 b,2026,Radial Velocity,524.0,13.5,270.3
TIC 52059926 b,2026,Transit,175.53,10.71,706.4
TOI-4427 b,2026,Transit,4.6183,13.09,646.6
TOI-2049 b,2026,Transit,5.3035,16.65,1863.9
TOI-4458 b,2026,Transit,3.9394,12.41,1648.5
TOI-159 b,2026,Transit,3.7628,18.18,1133.7
COCONUTS-2 b,2021,Imaging,402000000.0,12.58,35.5
HD 30177 c,2016,Radial Velocity,11320.0,12.9,181.3
TOI-1710 b,2022,Transit,24.283,5.06,264.9
K2-370 b,2022,Transit,2.1408,2.67,470.3
HIP 8923 b,2026,Radial Velocity,5160.0,12.5,215.2
TOI-201 c,2025,Transit Timing Variations,2890.0,10.4,371.2
KMT-2023-BLG-0332L b,2026,Microlensing,,12.0,21200.1
XO-2 S d,2024,Radial Velocity,4696.0,13.0,493.8
TOI-237 c,2026,Transit,1.7449,1.21,124.2
bet Pic b,2008,Imaging,8682.0,18.49,64.4
bet Pic c,2019,Radial Velocity,1202.0,12.5,64.4
bet Pic d,2026,Imaging,33200.0,14.12,64.4
Kepler-484 b,2016,Transit,10.046,2.28,1246.4
Kepler-758 c,2016,Transit,4.7579,1.69,4899.9
TOI-4311 b,2026,Transit,0.99027,1.38,440.3
TOI-2147 b,2026,Transit,26.205,10.5,920.1
TOI-6019 b,2026,Transit,14.548,12.3,849.1
Kepler-929 b,2016,Transit,0.92103,1.11,4276.7
Kepler-1767 b,2021,Transit,59.658,3.01,2676.1
Kepler-223 e,2014,Transit,19.726,4.6,6065.6
Kepler-1127 b,2016,Transit,5.1233,1.96,2747.7
Kepler-1793 b,2021,Transit,8.78,3.79,3880.9
HD 141937 b,2002,Radial Velocity,662.37,12.4,108.8
Kepler-1367 b,2016,Transit,1.5741,0.92,1309.5
Kepler-1900 b,2021,Transit,2.9862,1.62,5024.2
Kepler-1364 b,2016,Transit,13.322,2.15,3447.1
Kepler-482 b,2016,Transit,56.354,2.36,1021.1
Kepler-1646 b,2016,Transit,4.4856,1.23,416.1
HD 6718 b,2009,Radial Velocity,2476.0,13.3,167.5
Kepler-32 c,2011,Transit,8.7522,2.0,1056.2
K2-177 b,2018,Transit,14.155,2.12,1605.2
Kepler-259 c,2014,Transit,36.925,2.7,3268.5
K2-183 b,2018,Transit,0.46929,1.1,1073.2
Kepler-222 d,2014,Transit,28.082,3.69,2475.0
Kepler-165 c,2014,Transit,15.313,2.23,1829.4
K2-263 b,2018,Transit,50.819,2.51,529.9
Kepler-166 d,2016,Transit,1.554,1.73,1968.4
Kepler-52 b,2012,Transit,7.8774,2.1,1048.7
K2-186 b,2018,Transit,41.474,3.17,1078.7
K2-195 c,2018,Transit,28.483,2.58,1027.4
K2-187 e,2018,Transit,13.607,1.9,1079.3
K2-187 c,2018,Transit,2.8715,1.4,1079.3
K2-189 b,2018,Transit,2.5881,1.4,789.7
K2-280 b,2018,Transit,19.895,7.5,1277.0
K2-381 c,2022,Transit,16.035,2.0,475.2
Kepler-229 b,2014,Transit,6.253,2.2,2694.9
K2-222 b,2018,Transit,15.389,2.28,330.5
K2-220 b,2018,Transit,13.682,2.37,761.6
Kepler-491 b,2016,Transit,4.2254,8.92,2057.3
Kepler-197 b,2014,Transit,5.5993,1.02,1078.2
Kepler-216 b,2014,Transit,7.6936,2.35,3873.0
K2-176 b,2018,Transit,5.3294,1.49,806.6
Kepler-1732 b,2021,Transit,32.312,4.1,4205.5
14 Her b,2002,Radial Velocity,1766.4,12.5,58.5
16 Cyg B b,1996,Radial Velocity,798.5,13.5,68.9
K2-368 d,2022,Transit,20.201,1.95,673.9
Kepler-261 b,2014,Transit,10.381,2.18,1035.5
1RXS J160929.1-210524 b,2008,Imaging,,18.65,453.8
CoRoT-4 b,2008,Transit,9.202,13.34,2369.2
K2-224 c,2018,Transit,10.095,2.41,897.8
K2-368 c,2022,Transit,9.6602,1.36,673.9
24 Sex c,2010,Radial Velocity,883.0,13.9,235.1
CoRoT-7 b,2009,Transit,0.85359,1.68,521.5
K2-226 b,2018,Transit,3.2711,1.54,689.1
K2-227 b,2018,Transit,13.622,1.67,610.7
2MASS J12073346-3932539 b,2004,Imaging,,15.69,209.7
CoRoT-7 c,2009,Radial Velocity,3.698,2.83,521.5
eps Tau b,2006,Radial Velocity,585.82,12.7,155.0
gam1 Leo b,2009,Radial Velocity,428.5,12.5,130.1
K2-229 b,2018,Transit,0.58422,1.0,334.5
Kepler-752 b,2016,Transit,18.827,2.81,4019.2
CoRoT-9 b,2009,Transit,95.273,11.95,1347.0
K2-343 b,2021,Transit,2.7872,1.65,542.0
51 Peg b,1995,Radial Velocity,4.2308,14.1,50.4
K2-331 c,2021,Transit,22.997,2.72,689.6
EPIC 212624936 c,2021,Transit,11.811,2.3,1832.8
K2-334 b,2021,Transit,5.114,5.65,1212.7
K2-379 b,2022,Transit,8.7772,2.18,594.3
61 Vir d,2009,Radial Velocity,123.01,5.11,27.7
K2-202 b,2018,Transit,3.4052,2.3,979.8
K2-343 c,2021,Transit,7.677,2.02,542.0
K2-342 b,2021,Transit,11.561,2.03,679.6
Kepler-260 b,2014,Transit,8.1874,2.01,2046.2
K2-381 d,2022,Transit,26.803,1.69,475.2
K2-381 b,2022,Transit,7.9389,1.08,475.2
K2-348 b,2021,Transit,4.6884,3.26,658.4
K2-384 d,2022,Transit,6.6796,1.39,269.6
81 Cet b,2008,Radial Velocity,1005.6,13.1,330.3
K2-352 c,2021,Transit,8.2349,1.92,574.2
K2-384 c,2022,Transit,4.1948,1.19,269.6
BD+14 4559 b,2009,Radial Velocity,268.94,13.8,161.0
K2-204 b,2018,Transit,7.0559,3.17,1882.7
Kepler-1736 b,2021,Transit,37.81,3.88,4664.0
K2-205 b,2018,Transit,26.672,2.0,1321.9
Kepler-8 b,2010,Transit,3.5225,15.87,3332.9
K2-209 b,2018,Transit,2.0806,0.87,249.5
Kepler-745 b,2016,Transit,9.9314,2.16,5806.8
K2-211 b,2018,Transit,0.66956,1.33,888.1
Kepler-262 c,2014,Transit,21.854,1.64,1999.8
Kepler-119 b,2014,Transit,2.4221,3.6,2289.6
K2-394 b,2022,Transit,5.0957,1.69,319.7
CoRoT-19 b,2011,Transit,3.8971,14.46,2578.8
Kepler-748 b,2016,Transit,7.4074,2.52,5564.2
HD 113538 b,2010,Radial Velocity,663.2,13.2,53.1
Kepler-112 b,2014,Transit,8.4089,2.36,1673.9
HD 114386 b,2003,Radial Velocity,937.7,13.6,91.1
HD 136418 b,2009,Radial Velocity,464.3,13.3,343.0
GJ 676 A b,2010,Radial Velocity,1051.4,12.8,52.3
HAT-P-31 b,2011,Transit,5.0054,12.22,1122.1
HD 11506 b,2007,Radial Velocity,1617.7,12.9,167.2
HD 11506 c,2008,Radial Velocity,223.92,14.0,167.2
GJ 581 e,2009,Radial Velocity,3.1481,1.38,20.5
HAT-P-35 b,2011,Transit,3.6467,14.93,1653.5
HD 116029 b,2011,Radial Velocity,670.0,13.6,402.0
HD 142245 b,2011,Radial Velocity,1299.0,13.1,317.1
GJ 876 b,1998,Radial Velocity,61.117,13.3,15.2
HD 118203 b,2005,Radial Velocity,6.135,12.78,300.9
HD 142 b,2001,Radial Velocity,351.43,12.7,85.4
GJ 876 d,2005,Radial Velocity,1.9378,2.51,15.2
HD 125595 b,2011,Radial Velocity,9.6737,,92.0
GQ Lup b,2004,Imaging,,33.6,493.0
GJ 876 e,2010,Radial Velocity,124.26,3.92,15.2
HD 100655 b,2011,Radial Velocity,157.57,13.5,447.4
Kepler-744 b,2016,Transit,12.062,1.62,1467.6
HD 10180 f,2010,Radial Velocity,122.74,5.24,127.1
HD 126614 b,2009,Radial Velocity,1257.3,12.7,238.4
HD 10180 g,2010,Radial Velocity,604.67,,127.1
HD 12661 b,2000,Radial Velocity,262.71,13.3,123.4
HAT-P-15 b,2010,Transit,10.864,11.88,627.9
HAT-P-16 b,2010,Transit,2.776,14.68,739.2
Kepler-764 b,2016,Transit,7.3368,1.64,3417.6
Kepler-123 b,2014,Transit,17.232,2.94,3332.2
HD 104985 b,2003,Radial Velocity,199.68,12.8,328.0
HD 104067 b,2011,Radial Velocity,55.851,9.2,66.4
HD 13189 b,2005,Radial Velocity,471.6,12.4,1623.7
HD 106252 b,2002,Radial Velocity,1535.0,12.5,124.5
HD 132406 b,2007,Radial Velocity,908.0,12.8,230.9
HD 108874 c,2005,Radial Velocity,1624.0,13.8,194.1
HD 10647 b,2006,Radial Velocity,989.2,13.8,56.5
HD 134060 b,2019,Radial Velocity,3.2696,3.16,78.3
HAT-P-21 b,2010,Transit,4.1245,12.44,904.4
HD 215152 b,2018,Radial Velocity,5.76,,70.4
HD 37124 c,2002,Radial Velocity,885.5,14.1,103.3
HD 159868 b,2006,Radial Velocity,1184.1,13.3,182.2
HD 187085 b,2006,Radial Velocity,1019.7,13.9,149.7
HD 216437 b,2002,Radial Velocity,1359.0,13.0,87.1
HD 187123 c,2008,Radial Velocity,3810.0,13.2,149.9
HD 216770 b,2003,Radial Velocity,118.45,14.1,119.6
HD 18742 b,2011,Radial Velocity,766.0,13.1,530.6
HD 21693 c,2019,Radial Velocity,53.736,4.34,108.5
HD 162020 b,2002,Radial Velocity,8.4282,12.5,100.5
HD 190647 b,2007,Radial Velocity,1176.5,13.4,177.7
HD 190984 b,2009,Radial Velocity,4885.0,13.0,483.3
HD 192263 b,1999,Radial Velocity,24.356,14.2,64.0
HD 217786 b,2011,Radial Velocity,1301.4,12.3,181.0
HD 217107 c,2005,Radial Velocity,5138.7,12.9,65.4
HD 41004 B b,2003,Radial Velocity,1.3283,12.1,135.5
HD 163607 c,2012,Radial Velocity,1272.0,13.3,221.1
HD 192310 c,2011,Radial Velocity,525.8,5.25,28.7
HD 4208 b,2001,Radial Velocity,832.97,13.9,111.5
HD 164922 b,2005,Radial Velocity,1207.0,13.3,71.8
HD 197037 b,2012,Radial Velocity,1035.7,13.9,108.3
HD 4308 b,2005,Radial Velocity,15.56,4.12,71.8
Kepler-272 c,2014,Transit,6.0573,1.79,2901.5
HD 4313 b,2009,Radial Velocity,356.21,13.4,444.6
HD 168746 b,2002,Radial Velocity,6.404,11.1,135.6
HD 148156 b,2009,Radial Velocity,1027.0,13.9,186.3
HD 17092 b,2007,Radial Velocity,359.9,12.5,745.0
HD 27894 b,2005,Radial Velocity,18.019,14.1,142.9
HD 28254 b,2010,Radial Velocity,1333.0,13.0,180.3
HD 148427 b,2009,Radial Velocity,331.9,13.7,232.7
HD 171028 b,2007,Radial Velocity,550.0,13.2,364.2
HD 204313 c,2015,Radial Velocity,34.959,4.31,155.9
HD 30177 b,2002,Radial Velocity,2539.0,12.6,181.3
HD 290327 b,2009,Radial Velocity,2443.0,13.3,184.1
HD 152581 b,2011,Radial Velocity,686.5,13.4,540.6
HD 177830 b,1999,Radial Velocity,410.1,13.5,204.7
HD 20794 b,2011,Radial Velocity,18.314,1.45,19.6
HD 31253 b,2010,Radial Velocity,466.0,14.1,189.6
HD 178911 B b,2001,Radial Velocity,71.484,12.6,133.6
HD 155358 b,2007,Radial Velocity,194.3,13.8,142.3
HD 154857 b,2004,Radial Velocity,408.6,13.3,206.9
HD 155358 c,2007,Radial Velocity,391.9,13.9,142.3
HD 210702 b,2007,Radial Velocity,355.5,13.6,176.8
HD 3651 b,2003,Radial Velocity,62.25,10.1,36.3
HD 156668 b,2010,Radial Velocity,4.6455,1.87,79.4
HD 156411 b,2009,Radial Velocity,842.2,14.0,185.5
HD 183263 b,2004,Radial Velocity,624.87,13.1,176.8
HD 63454 b,2005,Radial Velocity,2.818,12.31,122.9
HD 89307 b,2009,Radial Velocity,2166.0,13.4,104.4
rho CrB b,1997,Radial Velocity,39.849,13.7,57.0
HD 66428 b,2005,Radial Velocity,2269.8,12.4,173.8
HD 93083 b,2005,Radial Velocity,144.72,14.3,93.0
HD 69830 b,2006,Radial Velocity,8.667,3.17,41.0
TrES-3 b,2007,Transit,1.3062,14.98,754.5
WASP-50 b,2011,Transit,1.9551,13.07,602.9
HD 69830 d,2006,Radial Velocity,197.0,4.45,41.0
HD 96127 b,2011,Radial Velocity,638.9,13.0,1916.7
HD 70573 b,2007,Radial Velocity,851.8,12.8,193.0
HD 97658 b,2010,Radial Velocity,9.4897,2.12,70.3
V0391 Peg b,2007,Pulsation Timing Variations,1170.0,13.1,3900.8
WASP-8 b,2010,Transit,8.1587,12.67,293.4
WASP-10 b,2008,Transit,3.0928,12.11,459.9
XO-2 N b,2007,Transit,2.6159,11.13,503.2
HD 74156 b,2003,Radial Velocity,51.636,13.5,187.9
HD 99706 b,2011,Radial Velocity,841.0,13.7,478.1
HIP 12961 b,2010,Radial Velocity,57.435,13.2,76.2
HD 45184 b,2019,Radial Velocity,5.8854,3.52,71.6
WASP-16 b,2009,Transit,3.1186,13.67,633.2
HD 45364 b,2008,Radial Velocity,225.79,9.03,112.0
HD 75898 b,2007,Radial Velocity,422.82,13.2,254.6
HD 7924 b,2008,Radial Velocity,5.3979,,55.4
Kepler-746 b,2016,Transit,3.4816,1.11,1467.7
HD 79498 b,2011,Radial Velocity,1807.0,13.6,159.6
HD 48265 b,2008,Radial Velocity,778.51,12.6,295.3
HD 49674 b,2002,Radial Velocity,4.9474,6.2,140.4
HIP 57274 c,2011,Radial Velocity,32.03,14.2,84.3
HD 52265 b,2000,Radial Velocity,119.27,13.7,97.8
HR 8799 e,2010,Imaging,20816.0,13.11,134.5
HD 5891 b,2011,Radial Velocity,177.11,12.6,924.7
HD 85390 b,2011,Radial Velocity,799.52,6.16,109.3
xi Aql b,2007,Radial Velocity,136.97,13.4,183.3
WASP-35 b,2011,Transit,3.1616,14.57,659.5
TOI-1408 b,2023,Transit,4.4259,25.0,454.9
TOI-2524 b,2023,Transit,7.1859,11.21,1431.3
HD 219415 b,2012,Radial Velocity,2093.3,13.8,538.8
WD 0806-661 b,2011,Imaging,,12.11,62.8
WASP-99 b,2014,Transit,5.7525,11.43,517.5
HD 32963 b,2015,Radial Velocity,2372.0,13.4,124.2
K2-133 b,2017,Transit,3.0713,1.34,245.2
HATS-53 b,2017,Transit,3.8538,15.02,1910.5
Kepler-286 b,2014,Transit,1.7963,1.24,4001.4
TOI-283 b,2025,Transit,17.617,2.34,269.7
Kepler-69 b,2013,Transit,13.722,2.24,2383.0
HD 169830 b,2000,Radial Velocity,225.67,13.2,122.7
HD 192699 b,2007,Radial Velocity,340.94,13.4,234.4
Pr0211 b,2012,Radial Velocity,2.1461,13.4,595.9
HATS-3 b,2013,Transit,3.5479,15.48,1341.2
HD 33844 c,2015,Radial Velocity,916.0,13.5,345.0
HATS-29 b,2016,Transit,4.6059,14.02,1154.2
K2-138 b,2017,Transit,2.3531,1.51,660.7
gam Lib c,2018,Radial Velocity,966.49,12.8,154.6
TOI-406.01,2024,Transit,13.176,2.08,101.3
Kepler-282 d,2013,Transit,24.806,2.46,4362.7
TOI-663 b,2024,Transit,2.5989,2.27,209.5
Kepler-283 b,2014,Transit,11.008,2.13,1526.7
HD 195019 b,1998,Radial Velocity,18.201,13.0,122.9
BD-06 1339 c,2013,Radial Velocity,125.94,8.38,66.1
CoRoT-25 b,2013,Transit,4.8607,12.11,3599.1
HD 564 b,2014,Radial Velocity,492.3,12.5,166.9
HATS-45 b,2018,Transit,4.1876,14.41,2518.3
Kepler-421 b,2014,Transit,704.2,4.16,1136.8
TOI-663 d,2024,Transit,7.1027,1.92,209.5
TOI-1443 b,2024,Transit,23.541,2.3,279.9
HAT-P-41 b,2012,Transit,2.694,22.98,1135.6
HD 5608 b,2012,Radial Velocity,768.7,13.7,189.5
HD 13908 b,2013,Radial Velocity,19.382,13.9,259.5
HD 108341 b,2014,Radial Velocity,1129.0,13.3,159.5
KELT-12 b,2017,Transit,5.0316,19.95,1200.4
HD 34445 f,2017,Radial Velocity,676.8,6.88,150.3
HD 34445 e,2017,Radial Velocity,49.175,4.26,150.3
KELT-19 A b,2017,Transit,4.6117,21.41,979.4
KOI-1257 b,2014,Transit,86.648,10.54,2139.6
TOI-1226 b,2026,Transit,3.9288,2.41,841.3
K2-219 d,2018,Transit,11.137,2.58,1061.3
HD 216435 b,2002,Radial Velocity,1311.0,13.7,107.6
HD 23079 b,2001,Radial Velocity,735.74,13.2,109.1
BD+49 828 b,2015,Radial Velocity,2590.0,13.5,1441.7
HD 20794 e,2017,Radial Velocity,147.02,2.03,19.6
K2-239 b,2018,Transit,5.24,1.1,101.4
TOI-880.02,2024,Transit,2.5757,2.19,197.9
TOI-1232 b,2026,Transit,14.256,10.93,1071.8
WASP-71 b,2012,Transit,2.9037,13.23,1183.0
HD 159243 c,2013,Radial Velocity,248.4,13.4,239.1
HIP 91258 b,2013,Radial Velocity,5.0505,13.7,149.7
HIP 109384 b,2016,Radial Velocity,499.48,13.5,192.3
HD 27894 c,2017,Radial Velocity,36.07,8.24,142.9
K2-239 d,2018,Transit,10.115,1.1,101.4
Kepler-778 b,2016,Transit,3.7557,1.68,3059.9
TOI-1244 b,2024,Transit,6.4003,2.47,334.5
TOI-1466 b,2026,Transit,1.8719,2.47,282.4
K2-157 b,2018,Transit,0.36526,0.94,973.2
HD 33564 b,2005,Radial Velocity,388.0,12.5,68.3
WASP-55 b,2012,Transit,4.4656,14.73,970.2
ROXs 12 b,2013,Imaging,,12.2,445.7
bet UMi b,2014,Radial Velocity,522.3,12.7,126.5
HD 216536 b,2015,Radial Velocity,148.6,13.8,1227.1
HIP 65407 b,2016,Radial Velocity,28.125,14.3,201.5
HD 12484 b,2016,Radial Velocity,58.83,13.2,157.7
NGTS-1 b,2017,Transit,2.6473,14.91,711.4
K2-148 b,2018,Transit,4.3839,1.33,405.9
K2-158 b,2018,Transit,10.06,2.64,643.5
HD 86081 b,2006,Radial Velocity,2.1378,13.6,339.0
HD 45652 b,2008,Radial Velocity,44.073,14.3,113.7
WASP-62 b,2012,Transit,4.412,14.8,572.8
TOI-1422 b,2022,Transit,12.999,3.83,506.0
HIP 65426 b,2017,Imaging,,16.81,355.1
K2-148 d,2018,Transit,9.7579,1.64,405.9
GJ 1265 b,2018,Radial Velocity,3.6511,2.63,33.4
HD 6061 b,2023,Transit,5.2549,2.43,220.5
FU Tau b,2008,Imaging,,12.2,435.4
Kepler-19 c,2011,Transit Timing Variations,28.731,3.68,712.9
Kepler-25 d,2014,Radial Velocity,122.4,10.0,793.4
HIP 8541 b,2016,Radial Velocity,1852.1,12.6,505.9
K2-113 b,2017,Transit,5.8177,12.14,2073.4
K2-152 b,2018,Transit,32.648,2.29,353.7
K2-243 c,2018,Transit,24.946,2.01,870.4
HD 13167 b,2018,Radial Velocity,2613.0,13.1,485.8
TOI-929 b,2026,Transit,5.8302,2.69,373.2
K2-162 b,2018,Transit,9.4589,1.44,405.8
K2-161 b,2018,Transit,9.2832,6.12,2988.6
KELT-3 b,2013,Transit,2.7034,17.49,685.7
Kepler-97 c,2014,Radial Velocity,789.0,,1307.6
KELT-14 b,2016,Transit,1.7101,19.54,815.8
tau Cet h,2017,Radial Velocity,49.41,1.19,11.8
K2-154 c,2018,Transit,7.9549,2.07,421.9
K2-246 b,2018,Transit,5.7692,3.49,2294.9
TOI-969 b,2022,Transit,1.8237,2.76,252.0
TOI-1291 b,2026,Transit,7.162,5.64,1396.3
HD 220689 b,2012,Radial Velocity,2266.4,13.7,152.9
GJ 163 b,2013,Radial Velocity,8.6318,3.25,49.3
HAT-P-53 b,2015,Transit,1.9616,14.77,2174.8
HD 111591 b,2017,Radial Velocity,1056.4,12.9,372.4
K2-155 b,2018,Transit,6.342,1.8,237.4
HD 180053 b,2018,Radial Velocity,213.72,13.3,447.0
TOI-1669 c,2024,Transit,2.6801,2.3,362.9
K2-165 d,2018,Transit,14.101,2.65,439.0
DENIS-P J082303.1-491201 b,2013,Astrometry,246.36,11.9,67.7
NGC 2682 YBP 1514 b,2014,Radial Velocity,5.118,14.0,2981.8
HD 14067 b,2014,Radial Velocity,2744.0,12.2,463.2
K2-30 b,2016,Transit,4.0985,11.65,1086.2
YZ Cet d,2017,Radial Velocity,4.6563,1.03,12.1
Kepler-90 i,2017,Transit,14.449,1.32,2766.6
HD 75784 c,2018,Radial Velocity,7900.0,12.8,278.6
WASP-56 b,2012,Transit,4.6171,10.54,1047.2
GJ 667 C g,2013,Radial Velocity,256.2,1.99,23.6
WASP-135 b,2015,Transit,1.4014,14.57,972.6
CoRoT-32 b,2018,Transit,6.7184,6.39,1880.9
TOI-1054.01,2021,Transit,15.508,2.43,288.4
Kepler-504 b,2016,Transit,9.5493,1.59,323.1
KMT-2025-BLG-0975L b,2026,Microlensing,,5.97,25841.3
TOI-1691 b,2024,Transit,16.737,3.66,363.5
K2-221 b,2018,Transit,2.3991,1.68,1039.8
GJ 504 b,2013,Imaging,,12.11,57.2
WASP-68 b,2014,Transit,5.0843,14.8,738.4
psi1 Dra B b,2015,Radial Velocity,3117.0,13.5,74.1
K2-118 b,2017,Transit,50.921,2.54,1049.3
GJ 3942 b,2017,Radial Velocity,6.905,2.57,55.2
Kepler-1654 b,2018,Transit,1047.8,9.18,1852.9
TOI-1695 b,2022,Transit,3.1343,1.9,147.2
Kepler-750 b,2016,Transit,9.4289,3.07,4227.0
WASP-78 b,2012,Transit,2.1752,21.63,2460.1
HD 66141 b,2012,Radial Velocity,480.5,12.8,222.3
HD 203030 b,2006,Imaging,,14.46,128.0
WASP-88 b,2014,Transit,4.954,16.37,1708.3
KIC 10001893 c,2014,Orbital Brightness Modulation,0.32528,,5456.4
Wolf 1061 d,2015,Radial Velocity,217.21,2.69,14.0
K2-130 b,2017,Transit,2.4941,1.25,384.9
K2-129 b,2017,Transit,8.2395,1.04,90.7
HD 147379 b,2017,Radial Velocity,86.58,4.94,35.1
HATS-42 b,2018,Transit,2.2921,15.69,2610.5
WASP-144 b,2018,Transit,2.2783,9.53,1159.5
HD 83443 c,2022,Radial Velocity,8241.0,13.6,133.4
TOI-1347 c,2024,Transit,4.842,1.6,481.0
HD 108147 b,2002,Radial Velocity,10.899,10.9,126.9
CHXR 73 b,2006,Imaging,,12.3,620.9
KIC 8540376 b,2015,Transit,31.81,4.1,3497.4
HATS-51 b,2017,Transit,3.3489,15.8,1270.6
K2-233 b,2018,Transit,2.4676,1.32,220.2
Kepler-814 b,2016,Transit,6.147,2.12,6705.0
HD 18599 b,2022,Transit,4.1374,2.6,125.8
Kepler-127 c,2014,Transit,29.393,2.66,1150.7
HIP 55507 b,2022,Radial Velocity,5138.4,12.6,83.1
NGC 2682 Sand 1429 b,2024,Radial Velocity,77.48,13.4,2781.4
Kepler-955 b,2016,Transit,14.532,3.13,1795.1
Kepler-962 b,2016,Transit,12.057,1.97,1342.1
TOI-5678 b,2023,Transit,47.73,4.91,539.4
HD 155918 c,2022,Radial Velocity,17202.0,12.8,89.9
TOI-6034 b,2024,Transit,2.5762,11.92,384.8
HD 101581 b,2025,Transit,4.4657,0.96,41.7
Kepler-922 b,2016,Transit,0.93847,1.42,1749.2
Barnard c,2025,Radial Velocity,4.1244,0.74,6.0
TIC 32032563 b,2026,Transit,13.835,3.48,1656.4
Kepler-911 b,2016,Transit,20.311,2.6,1814.0
HD 16905 b,2022,Radial Velocity,10256.0,12.4,129.6
HD 184010 b,2022,Radial Velocity,286.6,12.1,198.3
TOI-6041 b,2025,Transit,26.049,4.55,236.4
TOI-6281 b,2026,Transit,1.0543,1.92,188.3
TOI-4600 c,2023,Transit,482.82,9.42,704.7
Luhman 16 b,2017,Imaging,9697.0,11.9,
Barnard b,2024,Radial Velocity,3.1542,0.72,6.0
Barnard e,2025,Radial Velocity,6.7392,0.64,6.0
HD 224018 c,2025,Transit,36.577,2.42,344.0
TIC 38825265 b,2026,Transit,3.3134,2.19,540.2
Kepler-1012 b,2016,Transit,5.5086,1.29,1340.8
Kepler-1754 b,2021,Transit,8.1959,2.44,2344.9
LHS 1678 d,2024,Transit,4.9652,0.98,64.8
HD 18143 c,2022,Radial Velocity,28982.0,12.5,73.5
Kepler-935 b,2016,Transit,4.8808,1.35,1538.7
Kepler-879 c,2024,Transit,0.64672,0.4,2618.0
ZTF J1230-2655 b,2025,Transit,0.23598,13.79,608.9
TIC 270471727 b,2026,Transit,10.456,2.75,593.9
TIC 65612701 b,2026,Transit,10.225,5.08,494.5
Kepler-1014 b,2016,Transit,16.571,2.39,2037.8
Kepler-1044 b,2016,Transit,6.7741,2.67,4171.4
Kepler-66 b,2013,Transit,17.816,2.8,3923.5
Kepler-857 b,2016,Transit,85.351,6.8,3207.8
TOI-6080 b,2026,Transit,8.0556,3.32,613.8
Wolf 1069 b,2023,Radial Velocity,15.564,1.08,31.3
TOI-6330 b,2025,Transit,6.85,10.89,453.5
ITG 15 b,2024,Imaging,,12.1,444.8
WISPIT 2 b,2025,Imaging,,17.93,440.0
NGTS-38 b,2026,Transit,180.53,12.12,876.2
TOI-5210 b,2025,Transit,4.5661,10.73,985.3
TOI-5726.01,2024,Transit,5.4911,2.55,355.0
HD 194490 b,2022,Radial Velocity,13092.0,12.4,261.7
HD 190228 b,2022,Radial Velocity,1143.6,12.9,204.5
HD 206893 b,2021,Imaging,11100.0,14.01,132.9
HD 112570 b,2023,Radial Velocity,2615.0,13.1,330.0
HD 154391 b,2023,Radial Velocity,5163.0,12.5,329.2
G 196-3 b,2024,Imaging,,12.0,71.1
Kepler-1026 b,2016,Transit,36.516,2.21,1145.6
G 261-6 b,2025,Radial Velocity,5.4536,1.1,34.7
TOI-5789 d,2026,Radial Velocity,29.65,1.91,66.7
