name,discovered,method,orbit_days,radius_earths,distance_ly
Kepler-115 b,2014,Transit,2.4037,1.09,2033.9
Kepler-1735 b,2021,Transit,7.7179,1.19,800.1
TOI-1898 b,2024,Transit,45.522,9.4,259.8
Kepler-1130 c,2021,Transit,3.2666,0.79,813.2
HD 20782 b,2006,Radial Velocity,597.06,13.6,117.4
Kepler-1376 b,2016,Transit,5.3088,1.05,2831.2
Kepler-1190 b,2016,Transit,10.458,1.33,1117.1
Kepler-450 b,2015,Transit,28.455,6.14,1487.2
Kepler-758 d,2016,Transit,20.497,2.12,4899.9
HAT-P-47 b,2026,Transit,4.7322,14.72,920.1
HD 135625 b,2023,Radial Velocity,4055.0,13.3,184.3
TOI-2211.01,2024,Transit,3.0927,1.56,229.3
Kepler-124 b,2014,Transit,3.4105,0.73,1370.0
Kepler-1259 b,2016,Transit,0.66309,1.43,2627.4
TOI-1859 b,2023,Transit,63.483,9.75,731.8
TOI-1836 b,2024,Transit,20.381,8.0,625.1
Kepler-616 b,2016,Transit,9.9976,2.43,3084.7
HD 141399 e,2014,Radial Velocity,5000.0,14.1,120.7
Kepler-1008 b,2016,Transit,12.439,1.28,921.6
TOI-2133 b,2026,Transit,3.8266,2.37,245.3
Kepler-1979 b,2023,Transit,18.508,29.33,3510.3
TOI-2406 b,2021,Transit,3.0767,2.86,180.8
WASP-157 b,2016,Transit,3.9516,11.19,1089.5
Kepler-1183 b,2016,Transit,28.506,2.82,6259.6
Kepler-331 d,2014,Transit,32.134,1.64,1892.1
TOI-5322 b,2025,Transit,5.4233,16.61,1555.4
HD 457 b,2022,Radial Velocity,20325.0,11.9,179.5
HD 112640 b,2020,Radial Velocity,613.2,12.9,1054.6
Kepler-1647 b,2016,Transit,1107.6,11.87,3954.5
Kepler-1197 b,2016,Transit,2.0323,1.25,1588.2
HD 153557 b,2022,Radial Velocity,7.299,4.77,58.5
Kepler-1939 b,2021,Transit,2.7907,1.16,619.2
TIC 117642575 b,2026,Transit,4.9446,2.83,615.6
Kepler-621 b,2016,Transit,2.6281,2.3,1268.7
Kepler-1113 b,2016,Transit,42.3,2.81,3502.5
Kepler-142 b,2014,Transit,2.0242,1.99,1789.6
Kepler-662 b,2016,Transit,21.677,2.18,2660.2
Kepler-1336 c,2016,Transit,5.7772,1.71,3674.6
TOI-216.02,2019,Transit,17.161,8.0,580.4
Kepler-236 c,2014,Transit,23.968,2.0,941.8
HD 196067 b,2012,Radial Velocity,3413.7,12.4,130.2
Kepler-1210 b,2016,Transit,8.0712,1.7,3837.3
Kepler-91 b,2013,Transit,6.2466,15.32,4222.7
K2-290 b,2019,Transit,9.2117,3.06,890.1
Kepler-1766 b,2021,Transit,105.01,2.28,1634.8
HD 176986 c,2017,Radial Velocity,16.812,,90.6
K2-170 c,2018,Transit,12.4,1.8,1281.4
HD 72490 b,2018,Radial Velocity,858.0,13.5,412.1
HD 12661 c,2002,Radial Velocity,1708.0,13.2,123.4
Kepler-1061 b,2016,Transit,2.758,1.98,1772.3
Kepler-1904 b,2021,Transit,4.577,1.39,883.4
Kepler-473 b,2016,Transit,14.557,4.08,2954.8
HD 14787 b,2018,Radial Velocity,676.6,13.7,388.6
WASP-106 b,2014,Transit,9.2897,12.11,1148.7
TOI-6158 b,2026,Transit,3.0447,10.4,590.2
Kepler-1840 b,2021,Transit,131.19,2.78,1673.5
kap And b,2012,Imaging,,15.92,163.1
Kepler-1751 b,2021,Transit,7.0173,1.82,4212.2
Kepler-1067 b,2016,Transit,0.76213,0.8,2177.7
TOI-2578 b,2026,Transit,3.458,19.66,931.3
Kepler-624 b,2016,Transit,14.586,2.31,2440.3
TOI-5349 b,2026,Transit,3.3179,10.2,614.3
TOI-1294 c,2024,Radial Velocity,159.9,14.3,1085.0
Kepler-1039 b,2016,Transit,0.93488,1.46,1001.0
HAT-P-60 b,2021,Transit,4.7948,18.28,760.7
HD 88986 b,2023,Radial Velocity,146.05,2.49,108.5
HD 215152 e,2018,Radial Velocity,25.197,,70.4
Kepler-704 b,2016,Transit,3.7618,2.61,4007.9
K2-385 b,2022,Transit,2.3809,1.54,1372.5
Kepler-1432 b,2016,Transit,23.911,2.22,7083.7
Kepler-135 c,2014,Transit,11.449,1.16,2028.2
Kepler-950 b,2016,Transit,98.718,8.98,7050.2
HD 73526 b,2002,Radial Velocity,188.3,13.1,317.2
HD 207897 b,2021,Transit,16.202,2.34,92.3
Kepler-1459 b,2016,Transit,62.869,1.36,1485.6
Kepler-1358 b,2016,Transit,7.0632,1.12,1784.1
HD 360 b,2021,Radial Velocity,273.1,14.0,363.8
TOI-4030 b,2026,Transit,2.509,5.85,1864.4
Kepler-741 b,2016,Transit,7.039,2.97,5420.3
Kepler-1299 b,2016,Transit,19.94,2.98,4582.3
Kepler-1806 b,2021,Transit,9.0333,2.36,3190.0
TOI-375 c,2026,Radial Velocity,115.5,13.4,1292.3
Kepler-1048 b,2016,Transit,6.921,1.61,1813.4
Kepler-749 b,2016,Transit,17.317,3.1,2351.7
HD 102329 b,2011,Radial Velocity,778.1,12.6,708.1
TOI-1194 b,2023,Transit,2.3106,8.72,488.1
Barnard d,2025,Radial Velocity,2.3402,0.69,6.0
Kepler-1951 b,2021,Transit,20.658,2.32,4166.1
HIP 114933 b,2021,Radial Velocity,1481.6,13.4,331.9
Kepler-1305 b,2016,Transit,13.563,1.88,5137.7
Kepler-598 b,2016,Transit,3.7018,1.5,2221.4
HD 185283 b,2023,Radial Velocity,4060.0,13.6,102.4
Kepler-1920 b,2021,Transit,30.254,2.95,2889.5
HD 65216 b,2003,Radial Velocity,577.6,13.6,114.5
Kepler-954 b,2016,Transit,16.782,2.32,703.9
EPIC 206042996 c,2021,Transit,0.35488,1.2,1473.5
HATS-38 b,2020,Transit,4.375,6.88,1120.4
Kepler-1388 c,2016,Transit,5.5361,2.26,1480.1
TIC 178172313 b,2026,Transit,4.3732,2.8,581.0
Gliese 12 b,2024,Transit,12.761,0.93,39.8
Kepler-266 c,2014,Transit,107.72,3.89,4470.9
NGTS-30 b,2024,Transit,98.298,10.4,777.5
Kepler-1388 e,2016,Transit,37.633,2.46,1480.1
Kepler-1311 b,2016,Transit,11.173,1.24,2825.6
Kepler-1991 c,2023,Transit,22.79,2.57,2791.3
Kepler-126 d,2014,Transit,100.28,2.5,774.3
TOI-4029 b,2026,Transit,5.885,6.74,895.1
Kepler-2001 b,2023,Transit,1.09,1.04,2532.8
Kepler-1247 b,2016,Transit,13.712,2.33,3411.3
Kepler-68 e,2023,Radial Velocity,3455.0,11.2,470.2
Kepler-1406 b,2016,Transit,11.629,1.1,1866.9
Kepler-1682 b,2020,Transit,14.833,2.89,3782.9
Kepler-174 d,2014,Transit,247.35,2.19,1254.9
Kepler-326 b,2014,Transit,2.2483,1.52,1590.6
GJ 3998 d,2025,Radial Velocity,41.78,2.34,59.2
HD 205158 b,2022,Radial Velocity,25.338,13.9,282.5
HD 219134 h,2015,Radial Velocity,2247.0,12.7,21.3
K2-183 c,2018,Transit,10.788,2.3,1073.2
NGTS-21 b,2022,Transit,1.5434,14.91,1933.7
Kepler-1519 b,2016,Transit,240.8,7.06,4702.0
55 Cnc b,1996,Radial Velocity,14.652,13.9,41.0
TOI-270 d,2019,Transit,11.382,2.0,73.3
55 Cnc c,2004,Radial Velocity,44.394,8.51,41.0
55 Cnc d,2002,Radial Velocity,4799.0,13.0,41.0
55 Cnc e,2004,Radial Velocity,0.73655,1.88,41.0
55 Cnc f,2007,Radial Velocity,260.58,7.59,41.0
GJ 1214 b,2009,Transit,1.5804,2.73,47.8
GJ 436 b,2004,Radial Velocity,2.6439,4.17,31.8
HAT-P-12 b,2009,Transit,3.2131,10.75,465.6
HAT-P-13 b,2009,Transit,2.9162,14.26,805.0
HAT-P-13 c,2009,Radial Velocity,446.27,12.3,805.0
HAT-P-14 b,2010,Transit,4.6277,15.92,726.2
HAT-P-17 b,2012,Transit,10.339,11.77,301.3
HAT-P-17 c,2012,Radial Velocity,5584.0,13.1,301.3
HAT-P-18 b,2010,Transit,5.508,10.7,526.4
HAT-P-1 b,2006,Transit,4.4653,14.78,518.5
HAT-P-26 b,2010,Transit,4.2345,7.06,462.6
HAT-P-30 b,2011,Transit,2.8106,16.14,697.9
HAT-P-32 b,2011,Transit,2.15,22.19,943.3
HD 149026 b,2005,Radial Velocity,2.8759,8.29,247.4
HD 189733 b,2005,Radial Velocity,2.2186,12.67,64.5
HD 209458 b,1999,Radial Velocity,3.5247,15.58,157.5
HD 80606 b,2001,Radial Velocity,111.44,11.57,216.8
HD 86226 b,2009,Radial Velocity,1628.0,14.3,149.0
TrES-4 b,2007,Transit,3.5539,18.05,1682.9
WASP-12 b,2008,Transit,1.0914,22.03,1393.5
WASP-15 b,2009,Transit,3.7521,15.8,920.1
WASP-17 b,2009,Transit,3.7354,20.96,1323.9
WASP-18 b,2009,Transit,0.94145,13.9,402.7
WASP-19 b,2009,Transit,0.78884,15.86,875.2
WASP-25 b,2010,Transit,3.7648,13.81,689.5
WASP-39 b,2011,Transit,4.0553,14.34,697.9
WASP-43 b,2011,Transit,0.81347,10.42,282.9
WASP-6 b,2009,Transit,3.361,12.54,642.9
GJ 3470 b,2012,Radial Velocity,3.3366,4.57,96.0
WASP-47 b,2012,Transit,4.1592,12.86,863.6
WASP-63 b,2012,Transit,4.3781,15.8,948.1
WASP-52 b,2012,Transit,1.7498,14.24,570.2
WASP-77 A b,2012,Transit,1.36,13.56,343.0
WASP-80 b,2012,Transit,3.0679,11.2,162.4
WASP-103 b,2014,Transit,0.92554,17.13,1225.2
WASP-96 b,2014,Transit,3.4253,13.45,1149.6
WASP-94 A b,2014,Transit,3.9502,17.71,688.9
WASP-94 B b,2014,Radial Velocity,2.0084,14.1,680.7
WASP-69 b,2014,Transit,3.8681,11.21,162.9
WASP-84 b,2014,Transit,8.5235,10.72,328.1
WASP-20 b,2015,Transit,4.8996,15.47,691.0
HATS-6 b,2015,Transit,3.3253,11.19,552.2
KELT-7 b,2015,Transit,2.7348,17.93,445.8
K2-18 b,2015,Transit,32.94,2.37,124.0
KELT-8 b,2015,Transit,3.2441,18.16,644.4
K2-22 b,2015,Transit,0.38107,2.3,795.3
WASP-47 c,2015,Radial Velocity,589.57,,863.6
WASP-47 d,2015,Transit,9.0305,3.65,863.6
WASP-47 e,2015,Transit,0.78961,1.83,863.6
GJ 1132 b,2015,Transit,1.6289,1.19,41.1
WASP-76 b,2016,Transit,1.8099,20.78,634.2
KELT-4 A b,2016,Transit,2.9896,19.04,711.2
TRAPPIST-1 b,2016,Transit,1.5108,1.12,40.5
TRAPPIST-1 c,2016,Transit,2.4219,1.1,40.5
TRAPPIST-1 d,2016,Transit,4.0492,0.79,40.5
K2-34 b,2016,Transit,2.9956,13.75,1137.1
WASP-121 b,2016,Transit,1.2749,19.53,880.3
HIP 41378 b,2016,Transit,15.572,2.64,346.7
HIP 41378 c,2016,Transit,31.706,2.74,346.7
HIP 41378 d,2016,Transit,278.36,3.65,346.7
HIP 41378 e,2016,Transit,393.0,5.19,346.7
HIP 41378 f,2016,Transit,542.08,9.47,346.7
HD 3167 b,2016,Transit,0.95965,1.6,154.2
HD 3167 c,2016,Transit,29.847,2.98,154.2
HAT-P-65 b,2016,Transit,2.6054,18.06,2408.7
WASP-131 b,2016,Transit,5.322,13.74,652.6
WASP-139 b,2016,Transit,5.9243,8.97,693.0
WASP-127 b,2016,Transit,4.1781,14.69,520.2
TRAPPIST-1 e,2017,Transit,6.101,0.92,40.5
TRAPPIST-1 f,2017,Transit,9.2075,1.04,40.5
TRAPPIST-1 g,2017,Transit,12.352,1.13,40.5
TRAPPIST-1 h,2017,Transit,18.773,0.76,40.5
HD 106315 b,2017,Transit,9.5524,2.44,356.7
HD 106315 c,2017,Transit,21.057,4.35,356.7
LHS 1140 b,2017,Transit,24.737,1.73,48.9
KELT-11 b,2017,Transit,4.7362,15.13,323.4
KELT-9 b,2017,Transit,1.4811,21.7,666.8
HD 3167 d,2017,Radial Velocity,8.3967,2.61,154.2
WASP-107 b,2017,Transit,5.7215,10.48,211.2
GJ 9827 b,2017,Transit,1.209,1.44,96.7
GJ 9827 c,2017,Transit,3.6481,1.13,96.7
GJ 9827 d,2017,Transit,6.2018,1.98,96.7
KELT-20 b,2017,Transit,3.4741,19.51,445.0
K2-18 c,2017,Radial Velocity,8.962,2.65,124.0
K2-141 b,2018,Transit,0.28032,1.51,201.8
K2-141 c,2018,Transit,7.7485,7.0,201.8
K2-232 b,2018,Transit,11.168,11.62,426.4
GJ 1132 c,2018,Radial Velocity,8.929,1.52,41.1
HAT-P-11 c,2018,Radial Velocity,3361.0,13.2,123.2
NGTS-2 b,2018,Transit,4.5112,17.88,1162.4
WASP-164 b,2018,Transit,1.7771,12.64,1068.2
LHS 1140 c,2018,Transit,3.7779,1.27,48.9
K2-287 b,2018,Transit,14.893,9.49,516.4
LHS 3844 b,2019,Transit,0.46293,1.29,48.5
HD 15337 b,2019,Transit,4.756,1.77,146.2
HD 15337 c,2019,Transit,17.181,2.53,146.2
L 98-59 b,2019,Transit,2.2531,0.84,34.6
L 98-59 c,2019,Transit,3.6907,1.33,34.6
L 98-59 d,2019,Transit,7.4507,1.63,34.6
V1298 Tau b,2019,Transit,24.14,9.41,352.9
WASP-166 b,2019,Transit,5.4435,7.06,372.4
TOI-270 b,2019,Transit,3.3599,1.28,73.3
TOI-270 c,2019,Transit,5.6605,2.33,73.3
GJ 357 b,2019,Transit,3.9306,1.2,30.8
GJ 357 c,2019,Radial Velocity,9.1247,1.66,30.8
GJ 357 d,2019,Radial Velocity,55.661,2.34,30.8
LTT 1445 A b,2019,Transit,5.3588,1.34,22.4
WASP-178 b,2019,Transit,3.3448,20.29,1394.9
V1298 Tau c,2019,Transit,8.2492,5.08,352.9
V1298 Tau d,2019,Transit,12.401,6.53,352.9
V1298 Tau e,2019,Transit,48.678,10.17,352.9
LP 791-18 b,2019,Transit,0.948,1.21,86.4
LP 791-18 c,2019,Transit,4.9899,2.49,86.4
TOI-125 b,2019,Transit,4.6538,2.73,362.2
TOI-125 c,2019,Transit,9.1506,2.76,362.2
L 168-9 b,2020,Transit,1.4015,1.63,82.0
TOI-125 d,2020,Transit,19.98,2.93,362.2
HATS-48 A b,2020,Transit,3.1317,8.97,859.8
HATS-72 b,2020,Transit,7.3279,8.1,416.1
NGTS-10 b,2020,Transit,0.76689,13.9,1059.0
TOI-1130 b,2020,Transit,4.0746,3.66,190.0
TOI-1130 c,2020,Transit,8.3502,13.0,190.0
TOI-677 b,2020,Transit,11.237,13.11,462.5
LTT 3780 b,2020,Transit,0.76838,1.32,71.7
LTT 3780 c,2020,Transit,12.252,2.39,71.7
TOI-1338 b,2020,Transit,95.4,7.66,1301.4
AU Mic b,2020,Transit,8.4634,4.79,31.7
WASP-148 b,2020,Transit,8.8038,8.47,803.5
WASP-148 c,2020,Radial Velocity,34.524,13.9,803.5
NGTS-11 b,2020,Transit,35.455,9.16,621.1
TOI-849 b,2020,Transit,0.76555,3.64,736.2
TOI-700 b,2020,Transit,9.9772,0.96,101.5
TOI-700 c,2020,Transit,16.051,2.54,101.5
TOI-700 d,2020,Transit,37.423,1.14,101.5
HIP 67522 b,2020,Transit,6.9595,9.99,415.1
TOI-1899 b,2020,Transit,29.09,11.1,418.9
HD 86226 c,2020,Transit,3.9844,2.16,149.0
WD 1856+534 b,2020,Transit,1.4079,10.4,80.7
LTT 9779 b,2020,Transit,0.79205,4.72,262.4
TOI-824 b,2020,Transit,1.393,2.93,208.5
TOI-421 b,2020,Transit,5.1976,2.64,244.0
TOI-421 c,2020,Transit,16.068,5.09,244.0
GJ 3473 b,2020,Transit,1.198,1.26,89.3
GJ 3473 c,2020,Radial Velocity,15.509,2.63,89.3
WASP-107 c,2020,Radial Velocity,1091.0,13.0,211.2
TOI-776 b,2020,Transit,8.2466,1.8,88.6
TOI-776 c,2020,Transit,15.665,2.05,88.6
TOI-561 b,2020,Transit,0.44657,1.4,279.8
TOI-561 c,2020,Transit,10.779,2.86,279.8
TOI-561 d,2020,Transit,25.713,2.62,279.8
TOI-561 e,2020,Transit,77.144,2.52,279.8
TOI-451 b,2020,Transit,1.8587,1.84,403.6
TOI-451 c,2020,Transit,9.1925,2.93,403.6
TOI-451 d,2020,Transit,16.365,3.93,403.6
TOI-178 b,2021,Transit,1.9146,1.2,204.5
TOI-178 c,2021,Transit,3.2385,1.75,204.5
TOI-178 d,2021,Transit,6.5576,2.7,204.5
TOI-178 e,2021,Transit,9.9632,2.3,204.5
TOI-178 f,2021,Transit,15.233,2.42,204.5
TOI-178 g,2021,Transit,20.717,2.94,204.5
GJ 486 b,2021,Radial Velocity,1.4671,1.29,26.3
LHS 1478 b,2021,Transit,1.9495,1.17,59.5
TOI-1231 b,2021,Transit,24.246,3.65,90.1
TOI-674 b,2021,Transit,1.9771,5.25,150.3
TOI-1685 b,2021,Transit,0.66914,1.42,122.7
TOI-1807 b,2021,Transit,0.54937,1.5,138.9
TOI-2076 b,2021,Transit,10.355,2.59,136.7
TOI-2076 c,2021,Transit,21.014,3.54,136.7
TOI-2076 d,2021,Transit,35.128,3.27,136.7
AU Mic c,2021,Transit,18.859,2.79,31.7
TOI-431 b,2021,Transit,0.49005,1.28,106.2
TOI-431 c,2021,Radial Velocity,4.8494,1.49,106.2
TOI-431 d,2021,Transit,12.461,3.29,106.2
L 98-59 e,2021,Radial Velocity,12.828,1.49,34.6
HD 63935 b,2021,Transit,9.0588,2.92,159.7
HD 63935 c,2021,Radial Velocity,21.403,3.06,159.7
GJ 367 b,2021,Transit,0.32192,0.74,30.7
TOI-2109 b,2021,Transit,0.67247,15.1,854.7
HATS-75 b,2021,Transit,2.7887,9.91,635.9
LTT 1445 A c,2022,Transit,3.1239,1.15,22.4
TOI-500 b,2022,Transit,0.54818,1.17,154.6
TOI-1075 b,2022,Transit,0.60473,1.79,200.5
TOI-1442 b,2022,Transit,0.40907,1.17,134.3
TOI-2260 b,2022,Transit,0.35247,1.62,330.2
TOI-2445 b,2022,Transit,0.37113,1.25,158.5
GJ 3929 b,2022,Transit,2.6162,1.09,51.6
WASP-189 b,2020,Transit,2.724,18.15,325.3
TOI-1670 b,2022,Transit,10.985,2.06,548.2
TOI-1670 c,2022,Transit,40.75,11.06,548.2
TOI-500 c,2022,Radial Velocity,6.6356,2.09,154.6
TOI-500 d,2022,Radial Velocity,26.233,6.35,154.6
TOI-500 e,2022,Radial Velocity,61.3,3.99,154.6
HD 260655 b,2022,Transit,2.7695,1.24,32.6
HD 260655 c,2022,Transit,5.7059,1.53,32.6
TOI-3714 b,2022,Transit,2.1548,11.32,367.6
GJ 3929 c,2022,Radial Velocity,15.04,2.26,51.6
GJ 3090 b,2022,Transit,2.8531,2.18,73.3
TOI-181 b,2023,Transit,4.532,6.96,313.9
TOI-199 b,2023,Transit,104.85,9.08,333.6
TOI-700 e,2023,Transit,27.81,0.92,101.5
TOI-771 b,2024,Transit,2.326,1.36,82.4
TOI-836.01,2021,Transit,8.5954,2.59,89.7
TOI-836 b,2023,Transit,3.8167,1.7,89.7
LHS 475 b,2023,Transit,2.0291,0.99,40.7
TOI-1136 d,2022,Transit,12.52,4.63,275.7
TOI-1136 c,2022,Transit,6.2574,2.88,275.7
TOI-1136 f,2022,Transit,26.321,3.74,275.7
TOI-1136 e,2022,Transit,18.801,2.64,275.7
TOI-1173 b,2024,Transit,7.0644,8.78,431.7
TOI-1416 b,2023,Transit,1.0698,1.62,179.4
TOI-1420 b,2023,Transit,6.9561,11.89,658.6
TOI-1468 c,2022,Transit,15.532,2.13,80.7
TOI-1468 b,2022,Transit,1.8805,1.4,80.7
HIP 9618 b,2023,Transit,20.773,3.83,220.3
HIP 9618 c,2023,Transit,52.564,3.43,220.3
TOI-1801 b,2023,Transit,10.644,2.08,100.1
TOI-1823 b,2024,Transit,38.8,7.54,233.7
TOI-2031 A b,2025,Transit,5.7155,14.2,900.5
TOI-2134 b,2023,Transit,9.2292,2.74,73.8
TOI-2134 c,2023,Transit,95.853,7.35,73.8
TOI-2374 b,2024,Transit,4.3136,7.49,439.2
TOI-2431 b,2026,Transit,0.2242,1.53,117.6
TOI-2525 b,2023,Transit,23.286,8.68,1289.6
TOI-2525 c,2023,Transit,49.252,10.13,1289.6
TOI-3235 b,2023,Transit,2.5926,11.4,237.5
TOI-3757 b,2022,Transit,3.4388,12.0,590.8
HD 110067 g,2023,Transit,54.77,2.61,104.9
GJ 341 b,2025,Transit,7.5769,0.88,34.1
TOI-6894 b,2025,Transit,3.3708,9.58,240.7
TOI-3884 b,2022,Transit,4.5446,6.43,140.7
TOI-3984 A b,2023,Transit,4.3533,7.9,355.1
TOI-4010 c,2023,Transit,5.4147,5.93,578.9
TOI-4010 d,2023,Transit,14.709,6.18,578.9
TOI-4010 b,2023,Transit,1.3483,3.02,578.9
LP 890-9 b,2022,Transit,2.7299,1.32,105.8
TOI-4336 A b,2024,Transit,16.336,2.14,73.5
HD 20329 b,2022,Transit,0.92612,1.72,207.7
Kepler-167 e,2016,Transit,1071.2,10.16,1115.2
TOI-5205 b,2023,Transit,1.6308,11.6,282.0
Kepler-167 c,2014,Transit,7.4061,1.67,1115.2
TOI-5293 A b,2023,Transit,2.9303,11.9,529.1
KOI-94 d,2013,Transit,22.343,11.27,1555.9
LP 890-9 c,2022,Transit,8.4575,1.37,105.8
HD 3167 e,2022,Radial Velocity,91.9,3.97,154.2
TOI-1136 b,2022,Transit,4.1727,1.9,275.7
TOI-1136 g,2022,Transit,39.545,2.53,275.7
TOI-1338 c,2023,Radial Velocity,215.79,10.3,1301.4
WASP-84 c,2023,Transit,1.4469,1.95,328.1
TOI-6109 c,2025,Transit,8.5389,4.83,494.9
TOI-6255 b,2024,Transit,0.23818,1.08,66.3
WASP-193 b,2023,Transit,6.2463,14.78,1181.0
LP 791-18 d,2023,Transit,2.7548,1.03,86.4
TOI-6324 b,2025,Transit,0.27922,1.06,67.0
HD 207496 b,2023,Transit,6.441,2.25,77.0
TOI-4010 e,2023,Radial Velocity,762.0,13.3,578.9
GJ 367 c,2023,Radial Velocity,11.53,1.86,30.7
GJ 367 d,2023,Radial Velocity,34.369,2.33,30.7
TOI-6109 b,2025,Transit,5.6905,4.87,494.9
TOI-199 c,2023,Transit Timing Variations,273.69,11.4,333.6
AU Mic e,2025,Radial Velocity,33.11,4.87,31.7
AU Mic d,2023,Transit Timing Variations,12.736,1.02,31.7
GJ 806 b,2023,Transit,0.92632,1.33,39.3
GJ 806 c,2023,Radial Velocity,6.6406,2.28,39.3
HD 110067 b,2023,Transit,9.1137,2.2,104.9
HD 110067 c,2023,Transit,13.674,2.39,104.9
HD 110067 d,2023,Transit,20.52,2.85,104.9
HD 110067 e,2023,Transit,30.793,1.94,104.9
HD 110067 f,2023,Transit,41.059,2.6,104.9
IRAS 04125+2902 b,2024,Transit,8.835,10.74,519.4
HIP 67522 c,2024,Transit,14.335,7.94,415.1
Kepler-51 e,2024,Transit Timing Variations,264.28,2.18,2556.5
BD+05 4868 A b,2025,Transit,1.2719,,142.1
TOI-771 c,2025,Radial Velocity,7.61,1.5,82.4
TOI-2076 e,2025,Transit,3.0224,1.3,136.7
L 98-59 f,2025,Radial Velocity,23.064,1.48,34.6
HIP 41378 g,2025,Radial Velocity,63.19,2.5,346.7
55 Cnc B b,2025,Radial Velocity,6.7994,1.69,40.7
55 Cnc B c,2025,Radial Velocity,33.747,2.16,40.7
GJ 3090 c,2026,Radial Velocity,15.941,3.14,73.3
TOI-4336 A c,2026,Transit,7.5873,1.25,73.5
TOI-260 b,2024,Transit,13.476,1.71,65.8
K2-232 c,2026,Radial Velocity,1950.0,12.8,426.4
Kepler-12 b,2011,Transit,4.438,19.66,2874.7
KOI-94 b,2013,Transit,3.7432,1.71,1555.9
Kepler-167 d,2016,Transit,21.804,1.24,1115.2
Kepler-51 d,2014,Transit,130.19,9.7,2556.5
Kepler-51 c,2012,Transit,85.312,9.0,2556.5
Kepler-51 b,2012,Transit,45.154,7.1,2556.5
Kepler-167 b,2014,Transit,4.3932,1.72,1115.2
KOI-94 c,2013,Transit,10.424,4.32,1555.9
KOI-94 e,2013,Transit,54.32,6.56,1555.9
PH2 b,2013,Transit,282.53,9.34,1121.5
K2-33 b,2016,Transit,5.4249,5.04,454.2
HAT-P-11 b,2010,Transit,4.888,4.36,123.2
TCP J05074264+2447555 b,2018,Microlensing,,4.72,1647.1
TOI-2459 b,2023,Transit,19.105,2.95,119.4
Kepler-784 b,2016,Transit,31.592,1.58,4252.2
TOI-2641 b,2023,Transit,4.881,18.1,1122.1
Kepler-255 c,2014,Transit,9.946,2.99,3432.9
HD 51608 c,2019,Radial Velocity,95.945,3.87,114.3
TIC 434398831 c,2025,Transit,6.2103,5.63,707.8
TOI-3082 b,2023,Transit,1.9269,3.66,368.7
Kepler-1037 b,2016,Transit,1.0638,1.28,1457.6
TOI-2141 d,2025,Radial Velocity,60.45,3.97,253.4
HD 88133 b,2004,Radial Velocity,3.4149,13.8,240.1
TOI-1448 b,2024,Transit,8.1122,2.75,239.2
TIC 294329732 b,2026,Transit,9.7566,2.08,617.5
WISPIT 2 c,2026,Imaging,,17.93,440.0
K2-272 b,2018,Transit,14.454,3.13,1379.9
TOI-3474 b,2025,Transit,3.8795,14.67,1370.3
Kepler-825 c,2016,Transit,8.1818,1.84,2634.9
Kepler-382 b,2014,Transit,5.2622,1.32,3051.0
Kepler-266 b,2014,Transit,6.6183,2.48,4470.9
Kepler-1962 b,2021,Transit,7.9915,1.21,2827.2
TOI-1266 d,2025,Transit Timing Variations,32.509,1.74,117.5
Kepler-691 b,2016,Transit,8.1144,2.09,910.4
HD 142415 b,2003,Radial Velocity,386.3,13.5,115.9
WASP-167 b,2017,Transit,2.022,17.71,1381.4
K2-412 b,2022,Transit,5.9382,2.12,2133.3
Kepler-1441 b,2016,Transit,39.442,1.31,3621.9
CoRoT-28 b,2015,Transit,5.2085,10.7,2499.0
Kepler-37 c,2013,Transit,21.302,0.76,208.5
Kepler-138 c,2014,Transit,13.781,1.51,218.1
Kepler-46 d,2014,Transit,6.7666,1.64,2534.4
Kepler-1755 b,2021,Transit,24.812,5.92,3204.1
Teegarden's Star c,2019,Radial Velocity,11.416,1.02,12.5
HD 219828 b,2007,Radial Velocity,3.8348,4.59,238.5
Kepler-835 b,2016,Transit,11.419,2.79,7848.4
Kepler-1666 c,2020,Transit,40.716,3.24,4498.9
Kepler-1143 b,2016,Transit,2.8889,1.67,1810.8
KOI-4777.01,2022,Transit,0.412,0.51,561.8
Kepler-79 d,2014,Transit,52.09,7.15,3329.1
Kepler-190 b,2014,Transit,2.02,1.56,1413.5
NGTS-17 b,2021,Transit,3.2425,13.9,3392.9
Kepler-354 c,2014,Transit,16.934,1.31,1807.1
TIC 198190129 b,2026,Transit,7.948,2.92,424.1
Kepler-1933 b,2021,Transit,4.9433,1.18,1069.8
TOI-5811 B b,2026,Transit,6.2566,21.97,554.9
Kepler-1041 b,2016,Transit,24.758,2.94,4846.1
KIC 10525077 b,2015,Transit,854.08,5.5,4765.6
K2-70 b,2016,Transit,13.979,2.89,759.8
TOI-5704 b,2023,Transit,3.7711,3.23,292.4
HATS-4 b,2014,Transit,2.5167,11.43,1358.3
Kepler-121 b,2014,Transit,3.1774,2.34,1665.1
HD 163607 b,2012,Radial Velocity,75.22,13.9,221.1
TOI-1453 b,2025,Transit,4.3135,1.17,256.8
Kepler-395 c,2014,Transit,34.989,1.32,1374.4
TOI-7393 b,2026,Transit,3.3371,11.3,616.6
HIP 81991 b,2026,Radial Velocity,5860.0,12.5,143.2
Kepler-1965 b,2021,Transit,41.869,1.35,1701.9
DMPP-8 b,2026,Radial Velocity,62.915,10.8,248.3
