genus,named_by,first_mya,last_mya,first_stage,last_stage,finds
Yaverlandia,Galton 1971,132.6,121.4,Hauterivian,Barremian,1
Fenestrosaurus,Osborn 1924,83.6,72.2,Campanian,,1
Nqwebasaurus,de Klerk et al. 2000,143.1,132.6,Berriasian,Valanginian,1
Kinnareemimus,Buffetaut et al. 2009,125.77,121.4,Barremian,,1
Pelecanimimus,Pérez-Moreno et al. 1994,125.77,121.4,Barremian,,1
Arkansaurus,Hunt and Quinn 2018,113.2,100.5,Albian,,1
Aviatyrannis,Rauhut 2003,154.8,149.2,Kimmeridgian,,2
Garudimimus,Barsbold 1981,93.9,83.6,Turonian,Santonian,1
Paraxenisaurus,Serrano-Brañas et al. 2020,83.6,72.2,Campanian,,1
Harpymimus,Barsbold and Perle 1984,110.1,100.5,Albian,,1
Deinocheirus,Kielan-Jaworowska 1969,100.5,66.0,Cenomanian,Maastrichtian,5
Tyrannomimus,Hattori et al. 2023,121.4,113.2,Aptian,,1
Shenzhousaurus,Ji et al. 2003,125.77,119.57,Barremian,Aptian,1
Lepidocheirosaurus,Alifanov and Saveliev 2015,168.2,165.3,Bathonian,,1
Hexing,Jin et al. 2012,125.77,119.57,Barremian,Aptian,1
Afromimus,Sereno 2017,113.2,100.5,Albian,,1
Tototlmimus,Serrano-Brañas et al. 2016,83.6,72.2,Campanian,,1
Mexidracon,Serrano-Brañas et al. 2025,83.6,72.2,Campanian,,1
Gallimimus,Osmólska et al. 1972,93.9,66.0,Turonian,Maastrichtian,30
Struthiomimus,Osborn 1916,83.6,66.0,Campanian,Maastrichtian,18
Sinornithomimus,Kobayashi and Lü 2003,93.9,89.8,Turonian,,1
Qiupalong,Xu et al. 2011,72.2,66.0,Maastrichtian,,1
Ornithomimus,Marsh 1890,83.6,66.0,Campanian,Maastrichtian,35
Anserimimus,Barsbold 1988,72.2,66.0,Maastrichtian,,2
Aepyornithomimus,Chinzorig et al. 2017,83.6,72.2,Campanian,,1
Dromiceiomimus,Russell 1972,72.2,66.0,Maastrichtian,,5
Rativates,McFeeters et al. 2016,83.6,72.2,Campanian,,1
Archaeornithomimus,Russell 1972,89.8,72.2,Coniacian,Campanian,3
Dzharacursor,Averianov and Sues 2024,93.9,89.8,Turonian,,1
Beishanlong,Makovicky et al. 2010,121.4,113.2,Aptian,,1
Erythrovenator,Müller 2020,237.0,227.3,Carnian,,1
Shuangbaisaurus,Wang et al. 2017,201.4,199.5,Hettangian,,1
Sinosaurus,Young 1940,201.4,192.9,Hettangian,Sinemurian,16
Himeoolithus,Tanaka et al. 2020,113.2,110.1,Albian,,1
Anteavis,Martínez et al. 2025,237.0,227.3,Carnian,,1
Protoavis,Chatterjee 1991,227.3,205.7,Norian,,1
Velocipes,Huene 1932,227.3,205.7,Norian,,1
Dracoraptor,Martill et al. 2016,201.4,199.5,Hettangian,,1
Lophostropheus,Ezcurra and Cuny 2007,205.7,199.5,Rhaetian,Hettangian,1
Pendraig,Spiekman et al. 2021,237.0,227.3,Carnian,,1
Gojirasaurus,Carpenter 1997,227.3,205.7,Norian,,1
Syntarsus,Raath 1969,205.7,184.2,Rhaetian,Pliensbachian,11
Lucianovenator,Martinez and Apaldetti 2017,227.3,205.7,Norian,,1
Panguraptor,You et al. 2014,201.4,199.5,Hettangian,,1
Camposaurus,Hunt et al. 1998,227.3,205.7,Norian,,1
Coelophysis,Cope 1889,227.3,192.9,Norian,Sinemurian,26
Podokesaurus,Talbot 1911,227.3,192.9,Norian,Sinemurian,26
Rioarribasaurus,Hunt and Lucas 1991,227.3,192.9,Norian,Sinemurian,26
Segisaurus,Camp 1936,192.9,174.7,Pliensbachian,Toarcian,2
Lepidus,Nesbitt and Ezcurra 2015,227.3,205.7,Norian,,1
Megapnosaurus,Ivie et al. 2001,201.4,192.9,Hettangian,Sinemurian,8
Procompsognathus,Fraas 1913,215.38,211.18,Norian,,1
Powellvenator,Ezcurra 2017,227.3,205.7,Norian,,1
Sarcosaurus,Andrews 1921,201.4,192.9,Hettangian,Sinemurian,4
Notatesseraeraptor,Zahner and Brinkmann 2019,227.3,205.7,Norian,,1
Dilophosaurus,Welles 1970,201.4,184.2,Hettangian,Pliensbachian,14
Spinostropheus,Sereno et al. 2004,161.5,93.9,Oxfordian,Cenomanian,3
Vitakrisaurus,Malkani 2010,72.2,66.0,Maastrichtian,,3
Vitakridrinda,Malkani 2004,72.2,66.0,Maastrichtian,,8
Fosterovenator,Dalman 2014,154.8,143.1,Kimmeridgian,Tithonian,1
Berberosaurus,Allain et al. 2007,192.9,174.7,Pliensbachian,Toarcian,1
Chenanisaurus,Longrich et al. 2017,72.2,66.0,Maastrichtian,,2
Vespersaurus,Langer et al. 2019,121.4,72.2,Aptian,Campanian,1
Noasaurus,Bonaparte and Powell 1980,72.2,66.0,Maastrichtian,,1
Masiakasaurus,Sampson et al. 2001,72.2,66.0,Maastrichtian,,29
Velocisaurus,Bonaparte 1991,85.7,83.6,Santonian,,2
Deltadromeus,Sereno et al. 1996,100.5,93.9,Cenomanian,,6
Berthasaura,de Souza et al. 2021,121.4,72.2,Aptian,Campanian,1
Huinculsaurus,Baiano et al. 2020,110.1,106.3,Albian,,1
Austrocheirus,Ezcurra et al. 2010,83.6,72.2,Campanian,,1
Ligabueino,Bonaparte 1996,125.77,119.57,Barremian,Aptian,1
Kiyacursor,Averianov et al. 2024,121.4,113.2,Aptian,,2
Limusaurus,Xu et al. 2009,161.5,154.8,Oxfordian,,3
Elaphrosaurus,Janensch 1920,154.8,93.9,Kimmeridgian,Cenomanian,4
Laevisuchus,Huene 1933,72.2,66.0,Maastrichtian,,2
Jubbulpuria,Huene 1933,72.2,66.0,Maastrichtian,,2
Saltriovenator,Dal Sasso et al. 2018,199.5,192.9,Sinemurian,,1
Genyodectes,Woodward 1901,113.2,100.5,Albian,,1
Ceratosaurus,Marsh 1884,157.9,143.1,,,29
Rugops,Sereno et al. 2004,100.5,93.9,Cenomanian,,1
Ekrixinatosaurus,Calvo et al. 2004,113.2,110.1,Albian,,1
Guemesia,Agnolín et al. 2021,83.6,66.0,Campanian,Maastrichtian,1
Thanos,Delcourt and Iori 2020,85.7,72.2,Santonian,Campanian,1
Skorpiovenator,Canale et al. 2008,110.1,106.3,Albian,,2
Aucasaurus,Coria et al. 2002,83.6,72.2,Campanian,,2
Ilokelesia,Coria and Salgado 2000,110.1,106.3,Albian,,1
Dahalokely,Farke and Sertich 2013,93.9,89.8,Turonian,,1
Rahiolisaurus,Novas et al. 2010,72.2,66.0,Maastrichtian,,1
Carnotaurus,Bonaparte 1985,72.2,66.0,Maastrichtian,,1
Llukalkan,Gianechini et al. 2020,85.7,83.6,Santonian,,1
Quilmesaurus,Coria 2001,72.2,66.0,Maastrichtian,,1
Viavenator,Filippi et al. 2016,85.7,83.6,Santonian,,1
Caletodraco,Buffetaut et al. 2024,100.5,93.9,Cenomanian,,1
Pycnonemosaurus,Kellner and Campos 2002,100.5,66.0,Cenomanian,Maastrichtian,1
Elemgasem,Baiano et al. 2022,93.9,85.7,Turonian,Coniacian,1
Koleken,Pol et al. 2024,72.2,66.0,Maastrichtian,,1
Niebla,Aranciaga Rolando et al. 2021,72.2,66.0,Maastrichtian,,1
Abelisaurus,Bonaparte 1984,72.2,66.0,Maastrichtian,,1
Majungasaurus,Lavocat 1955,72.2,66.0,Maastrichtian,,25
Majungatholus,Sues and Taquet 1979,72.2,66.0,Maastrichtian,,25
Arcovenator,Tortosa et al. 2014,83.6,66.0,Campanian,Maastrichtian,6
Rajasaurus,Wilson et al. 2003,72.2,66.0,Maastrichtian,,1
Genusaurus,Accarie et al. 1995,110.1,106.3,Albian,,1
Indosaurus,Huene 1933,72.2,66.0,Maastrichtian,,1
Lametasaurus,Matley 1924,72.2,66.0,Maastrichtian,,1
Spectrovenator,Zaher et al. 2020,121.4,113.2,Aptian,,1
Vitosaura,Jiménez Velandia et al. 2025,83.6,72.2,Campanian,,1
Xenotarsosaurus,Martínez et al. 1986,100.5,89.8,Cenomanian,Turonian,1
Eoabelisaurus,Pol and Rauhut 2012,184.2,174.7,Toarcian,,1
Tarascosaurus,Le Loeuff and Buffetaut 1991,83.6,72.2,Campanian,,1
Indosuchus,Huene 1933,72.2,66.0,Maastrichtian,,1
Kurupi,Iori et al. 2021,72.2,66.0,Maastrichtian,,1
Kryptops,Sereno and Brusatte 2008,121.4,100.5,Aptian,Albian,1
Tralkasaurus,Cerroni et al. 2020,110.1,106.3,Albian,,1
Datanglong,Mo et al. 2014,121.4,113.2,Aptian,,1
Siamraptor,Chokchaloemwong et al. 2019,121.4,113.2,Aptian,,1
Lusovenator,Malafaia et al. 2020,152.21,143.1,Kimmeridgian,Tithonian,2
Ulughbegsaurus,Tanaka et al. 2021,93.9,89.8,Turonian,,3
Erectopus,Huene 1923,125.77,93.9,Barremian,Cenomanian,8
Shidaisaurus,Wu et al. 2009,170.9,168.2,Bajocian,,1
Alpkarakush,Rauhut et al. 2024,165.3,161.5,Callovian,,1
Yuanmouraptor,Zou et al. 2025,174.7,168.2,Aalenian,Bajocian,1
Yangchuanosaurus,Dong et al. 1978,170.9,113.2,Bajocian,Aptian,4
Sinraptor,Currie and Zhao 1994,168.2,154.8,Bathonian,Oxfordian,2
Metriacanthosaurus,Walker 1964,161.5,159.0,Oxfordian,,1
Siamotyrannus,Buffetaut et al. 1996,125.77,121.4,Barremian,,1
Allosaurus,Marsh 1877,161.5,137.05,Oxfordian,Berriasian,147
Saurophagus,Ray 1941,161.5,137.05,Oxfordian,Berriasian,147
Creosaurus,Marsh 1878,161.5,137.05,Oxfordian,Berriasian,147
Antrodemus,Leidy 1873,161.5,137.05,Oxfordian,Berriasian,147
Epanterias,Cope 1878,161.5,137.05,Oxfordian,Berriasian,147
Labrosaurus,Marsh 1879,161.5,137.05,Oxfordian,Berriasian,147
Apatodon,Marsh 1877,161.5,137.05,Oxfordian,Berriasian,147
Monolophosaurus,Zhao and Currie 1994,165.3,161.5,Callovian,,1
Chilantaisaurus,Hu 1964,93.9,83.6,Turonian,Santonian,2
Fukuiraptor,Azuma and Currie 2000,132.6,113.2,Hauterivian,Aptian,2
Neovenator,Hutt et al. 1996,125.77,121.4,Barremian,,1
Asfaltovenator,Rauhut and Pol 2019,180.4,168.6,Toarcian,Bajocian,1
Kelmayisaurus,Dong 1973,137.05,100.5,Valanginian,Albian,1
Lajasvenator,Coria et al. 2020,137.05,132.6,Valanginian,,1
Veterupristisaurus,Rauhut 2011,152.21,149.2,Kimmeridgian,,2
Acrocanthosaurus,Stovall and Langston 1950,121.4,93.9,Aptian,Cenomanian,14
Giganotosaurus,Coria and Salgado 1995,113.2,106.3,Albian,,4
Taurovenator,Motta et al. 2016,110.1,106.3,Albian,,2
Shaochilong,Brusatte et al. 2009,121.4,100.5,Aptian,Albian,1
Mapusaurus,Coria and Currie 2006,110.1,106.3,Albian,,1
Carcharodontosaurus,(Stromer 1931),143.1,72.2,Berriasian,Campanian,44
Sauroniops,Cau et al. 2013,143.1,72.2,Berriasian,Campanian,44
Unquillosaurus,Powell 1979,83.6,72.2,Campanian,,1
Tameryraptor,Kellermann et al. 2025,100.5,93.9,Cenomanian,,1
Concavenator,Ortega et al. 2010,125.77,121.4,Barremian,,1
Eocarcharia,Sereno and Brusatte 2008,121.4,100.5,Aptian,Albian,2
Meraxes,Canale et al. 2022,110.1,106.3,Albian,,1
Tyrannotitan,Novas et al. 2005,113.2,100.5,Albian,,3
Saurophaganax,Chure 1995,152.21,143.1,Kimmeridgian,Tithonian,2
Cruxicheiros,Benson and Radley 2010,168.2,165.3,Bathonian,,1
Vectaerovenator,Barker et al. 2020,119.57,113.2,Aptian,,1
Shanyangosaurus,Xue et al. 1996,72.2,66.0,Maastrichtian,,1
Bahariasaurus,Stromer 1934,113.2,66.0,Albian,Maastrichtian,5
Iberospinus,Mateus and Estraviz-López 2022,125.77,121.4,Barremian,,1
Protathlitis,Santos-Cubedo et al. 2023,125.77,121.4,Barremian,,1
Riojavenatrix,Isasmendi et al. 2024,121.4,119.57,Aptian,,1
Vallibonavenatrix,Malafaia et al. 2019,125.77,121.4,Barremian,,1
Baryonyx,Charig and Milner 1986,139.1,110.1,Berriasian,Albian,12
Suchomimus,Sereno et al. 1998,121.4,100.5,Aptian,Albian,2
Riparovenator,Barker et al. 2021,125.77,121.4,Barremian,,1
Ceratosuchops,Barker et al. 2021,125.77,121.4,Barremian,,1
Angaturama,Kellner and Campos 1996,119.57,113.2,Aptian,,1
Camarillasaurus,Sánchez-Hernández and Benton 2014,125.77,121.4,Barremian,,1
Spinosaurus,Stromer 1915,125.77,72.2,Barremian,Campanian,44
Oxalaia,Kellner et al. 2011,100.5,93.9,Cenomanian,,1
Ichthyovenator,Allain et al. 2012,121.4,113.2,Aptian,,1
Irritator,Martill et al. 1996,119.57,113.2,Aptian,,1
Streptospondylus,Meyer 1832,165.3,159.0,Callovian,Oxfordian,1
Sciurumimus,Rauhut et al. 2012,152.21,149.2,Kimmeridgian,,1
Xuanhanosaurus,Dong 1984,170.9,168.2,Bajocian,,1
Condorraptor,Rauhut 2005,180.4,168.6,Toarcian,Bajocian,1
Piatnitzkysaurus,Bonaparte 1979,182.9,180.4,Toarcian,,1
Marshosaurus,Madsen 1976,154.8,143.1,Kimmeridgian,Tithonian,3
Torvosaurus,Galton and Jensen 1979,165.3,143.1,Callovian,Tithonian,28
Edmarka,Bakker et al. 1992,165.3,143.1,Callovian,Tithonian,28
Wiehenvenator,Rauhut et al. 2016,165.3,161.5,Callovian,,1
Duriavenator,Benson 2008,168.6,168.2,Bajocian,,1
Megalosaurus,Parkinson 1822,205.7,66.0,Rhaetian,Maastrichtian,60
Leshansaurus,Li et al. 2009,168.2,161.5,Bathonian,Callovian,1
Eustreptospondylus,Walker 1964,165.3,161.5,Callovian,,1
Magnosaurus,Huene 1932,170.9,168.6,Bajocian,,1
Piveteausaurus,Taquet and Welles 1977,165.3,154.8,Callovian,Oxfordian,3
Dubreuillosaurus,Allain 2005,168.2,165.3,Bathonian,,1
Afrovenator,Sereno et al. 1994,170.9,143.1,Bajocian,Tithonian,3
Gasosaurus,Dong and Tang 1985,170.9,154.8,Bajocian,Oxfordian,1
Pandoravenator,Rauhut and Pol 2017,157.9,149.2,,,1
Chuandongocoelurus,He 1984,170.9,154.8,Bajocian,Oxfordian,1
Kayentavenator,Gay 2010,199.5,184.2,Sinemurian,Pliensbachian,1
Cryolophosaurus,Hammer and Hickerson 1994,199.5,184.2,Sinemurian,Pliensbachian,1
Yunyangosaurus,Dai et al. 2020,184.2,170.9,Toarcian,Aalenian,1
Kaijiangosaurus,He 1984,170.9,168.2,Bajocian,,1
Becklespinax,Olshevsky 1991,139.1,132.6,Berriasian,Valanginian,1
Mirischia,Naish et al. 2004,119.57,113.2,Aptian,,1
Nedcolbertia,Kirkland et al. 1998,137.05,132.6,Valanginian,,2
Tanycolagreus,Carpenter et al. 2005,154.8,143.1,Kimmeridgian,Tithonian,4
Aoniraptor,Motta et al. 2016,110.1,106.3,Albian,,1
Phuwiangvenator,Samathi et al. 2019,125.77,121.4,Barremian,,2
Vayuraptor,Samathi et al. 2019,125.77,121.4,Barremian,,1
Siats,Zanno and Makovicky 2013,100.5,93.9,Cenomanian,,1
Megaraptor,Novas 1998,93.9,85.7,Turonian,Coniacian,3
Aerosteon,Sereno et al. 2008,83.6,72.2,Campanian,,1
Tratayenia,Porfiri et al. 2018,85.7,83.6,Santonian,,1
Orkoraptor,Novas et al. 2008,83.6,72.2,Campanian,,2
Joaquinraptor,Ibiricu et al. 2025,72.2,66.0,Maastrichtian,,1
Maip,Aranciaga Rolando et al. 2022,72.2,66.0,Maastrichtian,,1
Murusraptor,Coria and Currie 2016,89.8,85.7,Coniacian,,1
Australovenator,Hocknull et al. 2009,125.77,89.8,Barremian,Turonian,4
Lourinhanosaurus,Mateus 1998,152.21,145.06,Kimmeridgian,Tithonian,2
Xinjiangovenator,Rauhut and Xu 2005,137.05,100.5,Valanginian,Albian,1
Lingyuanosaurus,Yao et al. 2019,121.4,113.2,Aptian,,1
Alxasaurus,Russell and Dong 1994,121.4,113.2,Aptian,,1
Martharaptor,Senter et al. 2012,137.05,132.6,Valanginian,,1
Beipiaosaurus,Xu et al. 1999,125.77,119.57,Barremian,Aptian,2
Nothronychus,Kirkland and Wolfe 2001,93.9,89.8,Turonian,,2
Paralitherizinosaurus,Kobayashi et al. 2022,83.6,72.2,Campanian,,1
Enigmosaurus,Barsbold and Perle 1983,100.5,83.6,Cenomanian,Santonian,1
Nanshiungosaurus,Dong 1979,113.2,66.0,Albian,Maastrichtian,2
Erliansaurus,Xu et al. 2002,83.6,72.2,Campanian,,1
Segnosaurus,Perle 1979,100.5,83.6,Cenomanian,Santonian,6
Therizinosaurus,Maleev 1954,72.2,66.0,Maastrichtian,,2
Tiantaisaurus,Qian et al. 2012,106.3,100.5,Albian,,1
Eshanosaurus,Xu et al. 2001,201.4,199.5,Hettangian,,1
Duonychus,Kobayashi et al. 2025,100.5,83.6,Cenomanian,Santonian,1
Suzhousaurus,Li et al. 2007,121.4,110.1,Aptian,Albian,2
Neimongosaurus,Zhang et al. 2001,85.7,72.2,Santonian,Campanian,2
Kayrasaurus,Liao et al. 2026,125.77,119.57,Barremian,Aptian,1
Jianchangosaurus,Pu et al. 2013,125.77,119.57,Barremian,Aptian,1
Falcarius,Kirkland et al. 2005,143.1,132.6,Berriasian,Valanginian,2
Fukuivenator,Azuma et al. 2016,121.4,113.2,Aptian,,1
Erlikosaurus,Barsbold and Perle 1980,93.9,83.6,Turonian,Santonian,1
Zuolong,Choiniere et al. 2010,161.5,154.8,Oxfordian,,1
Huaxiagnathus,Hwang et al. 2004,125.77,119.57,Barremian,Aptian,1
Scipionyx,Dal Sasso and Signore 1996,113.2,110.1,Albian,,1
Sinocalliopteryx,Ji et al. 2007,125.77,119.57,Barremian,Aptian,2
Aniksosaurus,Martínez and Novas 2006,100.5,89.8,Cenomanian,Turonian,1
Compsognathus,Wagner 1861,154.8,145.06,Kimmeridgian,Tithonian,4
Ornitholestes,Osborn 1903,157.9,143.1,,,4
Xunmenglong,Xing et al. 2020,132.6,125.77,Hauterivian,,1
Aristosuchus,Seeley 1887,125.77,119.57,Barremian,Aptian,1
Bicentenaria,Novas et al. 2012,113.2,110.1,Albian,,1
Huadanosaurus,Qiu et al. 2025,125.77,121.4,Barremian,,1
Sinosauropteryx,Ji and Ji 1996,125.77,119.57,Barremian,Aptian,4
Ngexisaurus,Zhao 1983,174.7,161.5,Aalenian,Callovian,1
Santanaraptor,Kellner 1999,119.57,113.2,Aptian,,1
Juravenator,Göhlich and Chiappe 2006,152.21,149.2,Kimmeridgian,,1
Kol,Turner et al. 2009,83.6,72.2,Campanian,,1
Migmanychion,Wang et al. 2023,121.4,119.57,Aptian,,1
Yixianosaurus,Xu and Wang 2003,125.77,119.57,Barremian,Aptian,1
Avimimus,Kurzanov 1981,83.6,66.0,Campanian,Maastrichtian,8
Chirostenotes,Gilmore 1924,83.6,66.0,Campanian,Maastrichtian,28
Macrophalangia,Sternberg 1932,83.6,66.0,Campanian,Maastrichtian,28
Microvenator,Ostrom 1970,121.4,93.9,Aptian,Cenomanian,4
Beibeilong,Pu et al. 2017,100.5,89.8,Cenomanian,Turonian,1
Citipes,Funston 2020,83.6,66.0,Campanian,Maastrichtian,12
Caenagnathasia,Currie et al. 1994,93.9,72.2,Turonian,Campanian,7
Caenagnathus,Sternberg 1940,83.6,66.0,Campanian,Maastrichtian,8
Anzu,Lamanna et al. 2014,72.2,66.0,Maastrichtian,,6
Apatoraptor,Funston and Currie 2016,72.2,66.0,Maastrichtian,,1
Hagryphus,Zanno and Sampson 2005,83.6,72.2,Campanian,,1
Epichirostenotes,Sullivan et al. 2011,83.6,72.2,Campanian,,1
Elmisaurus,Osmolska 1981,72.2,66.0,Maastrichtian,,4
Nomingia,Barsbold et al. 2000,72.2,66.0,Maastrichtian,,4
Anomalipes,Yu et al. 2018,83.6,72.2,Campanian,,1
Leptorhynchos,Longrich et al. 2013,83.6,66.0,Campanian,Maastrichtian,10
Gigantoraptor,Xu et al. 2007,83.6,72.2,Campanian,,1
Eoneophron,Atkins-Weltman et al. 2024,72.2,66.0,Maastrichtian,,1
Incisivosaurus,Xu et al. 2002,125.77,100.5,Barremian,Albian,4
Oviraptor,Osborn 1924,89.8,72.2,Coniacian,Campanian,3
Nankangia,Lü et al. 2013,72.2,66.0,Maastrichtian,,1
Huanansaurus,Lü et al. 2015,72.2,66.0,Maastrichtian,,1
Wulatelong,Xu et al. 2013,83.6,72.2,Campanian,,1
Tongtianlong,Lü et al. 2016,72.2,66.0,Maastrichtian,,1
Rinchenia,Barsbold 1997,72.2,66.0,Maastrichtian,,1
Citipati,Clark et al. 2001,83.6,72.2,Campanian,,2
Corythoraptor,Lü et al. 2017,72.2,66.0,Maastrichtian,,1
Yulong,Lü et al. 2013,72.2,66.0,Maastrichtian,,2
Ganzhousaurus,Wang et al. 2013,72.2,66.0,Maastrichtian,,1
Ingenia,Barsbold 1981,72.2,66.0,Maastrichtian,,1
Banji,Xu and Han 2010,72.2,66.0,Maastrichtian,,1
Oksoko,Funston et al. 2020,72.2,66.0,Maastrichtian,,3
Heyuannia,Lü 2003,83.6,66.0,Campanian,Maastrichtian,2
Ajancingenia,Easter 2013,83.6,66.0,Campanian,Maastrichtian,2
Shixinggia,Lü and Zhang 2005,72.2,66.0,Maastrichtian,,1
Jiangxisaurus,Wei et al. 2013,72.2,66.0,Maastrichtian,,1
Machairasaurus,Longrich et al. 2010,83.6,72.2,Campanian,,1
Khaan,Clark et al. 2001,83.6,72.2,Campanian,,2
Nemegtomaia,Lü et al. 2005,83.6,66.0,Campanian,Maastrichtian,3
Conchoraptor,Barsbold 1986,83.6,72.2,Campanian,,2
Gobiraptor,Lee et al. 2019,72.2,66.0,Maastrichtian,,1
Luoyanggia,Lü et al. 2009,121.4,100.5,Aptian,Albian,1
Yuanyanglong,Hao et al. 2025,121.4,100.5,Aptian,Albian,1
Protarchaeopteryx,Ji and Ji 1997,125.77,119.57,Barremian,Aptian,1
Caudipteryx,Ji et al. 1998,125.77,119.57,Barremian,Aptian,2
Ningyuansaurus,Ji et al. 2012,125.77,119.57,Barremian,Aptian,1
Xingtianosaurus,Qiu et al. 2019,125.77,119.57,Barremian,Aptian,1
Similicaudipteryx,He et al. 2008,121.4,113.2,Aptian,,1
Yi,Xu et al. 2015,165.3,154.8,Callovian,Oxfordian,1
Scansoriopteryx,Czerkas and Yuan 2002,125.77,119.57,Barremian,Aptian,1
Ambopteryx,Wang et al. 2019,161.5,143.1,Oxfordian,Tithonian,1
Epidendrosaurus,Zhang et al. 2002,165.3,161.5,Callovian,,1
Pedopenna,Xu and Zhang 2005,165.3,161.5,Callovian,,1
Epidexipteryx,Zhang et al. 2008,165.3,161.5,Callovian,,1
Paronychodon,Cope 1876,154.8,66.0,Kimmeridgian,Maastrichtian,141
Euronychodon,Antunes and Sigogneau-Russell 1991,154.8,66.0,Kimmeridgian,Maastrichtian,141
Tripriodon,Marsh 1889,154.8,66.0,Kimmeridgian,Maastrichtian,141
Changzhousaurus,Xu 2026,121.4,113.2,Aptian,,1
Eosinopteryx,Godefroit et al. 2013,168.2,152.21,Bathonian,Kimmeridgian,1
Zhongornis,Gao et al. 2008,125.77,119.57,Barremian,Aptian,1
Pamparaptor,Porfiri et al. 2011,93.9,85.7,Turonian,Coniacian,1
Xixiasaurus,Lü et al. 2010,89.8,72.2,Coniacian,Campanian,1
Anchiornis,Xu et al. 2009,168.2,152.21,Bathonian,Kimmeridgian,3
Jianianhualong,Xu et al. 2017,125.77,119.57,Barremian,Aptian,1
Sinovenator,Xu et al. 2002,125.77,119.57,Barremian,Aptian,4
Mei,Xu and Norell 2004,125.77,119.57,Barremian,Aptian,2
Xiaotingia,Xu et al. 2011,168.2,152.21,Bathonian,Kimmeridgian,1
Tochisaurus,Kurzanov and Osmólska 1991,72.2,66.0,Maastrichtian,,1
Harenadraco,Lee et al. 2024,83.6,72.2,Campanian,,1
Geminiraptor,Senter et al. 2010,137.05,132.6,Valanginian,,1
Sinusonasus,Xu and Wang 2004,125.77,119.57,Barremian,Aptian,1
Archaeornithoides,Elzanowski and Wellnhofer 1992,83.6,72.2,Campanian,,1
Philovenator,Xu et al. 2012,83.6,72.2,Campanian,,1
Tamarro,Sellés et al. 2021,72.2,66.0,Maastrichtian,,1
Jinfengopteryx,Ji et al. 2005,125.77,121.4,Barremian,,1
Liaoningvenator,Shen et al. 2017,125.77,119.57,Barremian,Aptian,1
Papiliovenator,Pei et al. 2022,83.6,72.2,Campanian,,1
Gobivenator,Tsuihiji et al. 2014,83.6,72.2,Campanian,,1
Daliansaurus,Shen et al. 2017,125.77,119.57,Barremian,Aptian,1
Almas,Pei et al. 2017,83.6,72.2,Campanian,,1
Urbacodon,Averianov and Sues 2007,125.77,72.2,Barremian,Campanian,6
Xenovenator,Rivera-Sylva et al. 2026,83.6,72.2,Campanian,,5
Latenivenatrix,van der Reest and Currie 2017,83.6,72.2,Campanian,,4
Stenonychosaurus,Sternberg 1932,83.6,66.0,Campanian,Maastrichtian,14
Albertavenator,Evans et al. 2017,83.6,66.0,Campanian,Maastrichtian,4
Saurornithoides,Osborn 1924,100.5,66.0,Cenomanian,Maastrichtian,8
Borogovia,Osmolska 1987,72.2,66.0,Maastrichtian,,1
Talos,Zanno et al. 2011,83.6,72.2,Campanian,,1
Zanabazar,Norell et al. 2009,72.2,66.0,Maastrichtian,,1
Byronosaurus,Norell et al. 2000,83.6,72.2,Campanian,,3
Linhevenator,Xu et al. 2011,83.6,72.2,Campanian,,1
Hypnovenator,Kubota et al. 2024,113.2,106.3,Albian,,1
Troodon,Leidy 1856,83.6,66.0,Campanian,Maastrichtian,103
Polyodontosaurus,Gilmore 1932,83.6,66.0,Campanian,Maastrichtian,103
Sinornithoides,Russell and Dong 1994,113.2,110.1,Albian,,2
Hesperornithoides,Hartman et al. 2019,154.8,143.1,Kimmeridgian,Tithonian,1
Pectinodon,Carpenter 1982,100.5,66.0,Cenomanian,Maastrichtian,9
Imperobator,Ely and Case 2019,72.2,66.0,Maastrichtian,,1
Zhenyuanlong,Lü and Brusatte 2015,125.77,119.57,Barremian,Aptian,1
Nuthetes,Owen 1854,143.1,137.05,Berriasian,,7
Zhongjianosaurus,Xu and Qin 2017,121.4,113.2,Aptian,,1
Graciliraptor,Xu and Wang 2004,125.77,119.57,Barremian,Aptian,1
Hesperonychus,Longrich and Currie 2009,83.6,72.2,Campanian,,4
Jian,Zhou et al. 2026,121.4,113.2,Aptian,,1
Sinornithosaurus,Xu et al. 1999,125.77,119.57,Barremian,Aptian,3
Shanag,Turner et al. 2007,143.1,100.5,Berriasian,Albian,1
Microraptor,Xu et al. 2000,121.4,113.2,Aptian,,10
Archaeoraptor,Sloan 1999,121.4,113.2,Aptian,,10
Cryptovolans,Czerkas et al. 2002,121.4,113.2,Aptian,,10
Changyuraptor,Han et al. 2014,125.77,119.57,Barremian,Aptian,1
Daurlong,Wang et al. 2022,121.4,119.57,Aptian,,1
Dromaeosauroides,Christiansen and Bonde 2003,139.1,137.05,Berriasian,,1
Balaur,Csiki et al. 2010,72.2,66.0,Maastrichtian,,2
Richardoestesia,Currie et al. 1990,154.8,66.0,Kimmeridgian,Maastrichtian,239
Asiamericana,Nessov 1995,154.8,66.0,Kimmeridgian,Maastrichtian,239
Tianyuraptor,Zheng et al. 2009,125.77,119.57,Barremian,Aptian,1
Wulong,Poust et al. 2020,121.4,113.2,Aptian,,1
Kuru,Napoli et al. 2021,83.6,72.2,Campanian,,1
Variraptor,Le Loeuff and Buffetaut 1998,83.6,66.0,Campanian,Maastrichtian,3
